<<<<<<< Updated upstream
2019-06-02 10:43:01 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-06-02 14:25:49 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  11,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 241.0; Tile: ROAD
2019-06-02 14:25:49 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  12,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 240.0; Tile: ROAD
2019-06-02 14:25:50 INFO  Car - Speed:   0.0; Angle:   EAST; Position:  12,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 240.0; Tile: ROAD
2019-06-02 14:25:50 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  13,3; Parcels:      0; Health: 105.0; Health Usage: 105.0; Fuel: 239.0; Tile: ROAD
2019-06-02 14:25:50 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  14,3; Parcels:      0; Health: 110.0; Health Usage: 110.0; Fuel: 238.0; Tile: ROAD
2019-06-02 14:25:50 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  15,3; Parcels:      0; Health: 110.0; Health Usage: 110.0; Fuel: 237.0; Tile: ROAD
2019-06-02 14:25:51 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  16,3; Parcels:      0; Health: 110.0; Health Usage: 110.0; Fuel: 236.0; Tile: ROAD
2019-06-02 14:25:51 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  17,3; Parcels:      0; Health: 110.0; Health Usage: 110.0; Fuel: 235.0; Tile: ROAD
2019-06-02 14:25:51 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  18,3; Parcels:      0; Health: 105.0; Health Usage: 110.0; Fuel: 234.0; Tile: TRAP(lava)
2019-06-02 14:25:51 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  19,3; Parcels:      0; Health: 100.0; Health Usage: 110.0; Fuel: 233.0; Tile: TRAP(lava)
2019-06-02 14:25:52 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  19,2; Parcels:      1; Health: 100.0; Health Usage: 110.0; Fuel: 232.0; Tile: ROAD
2019-06-02 14:25:52 INFO  Car - Speed:   0.0; Angle:  SOUTH; Position:  19,2; Parcels:      1; Health: 100.0; Health Usage: 110.0; Fuel: 232.0; Tile: ROAD
2019-06-02 14:25:52 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  19,3; Parcels:      1; Health:  95.0; Health Usage: 110.0; Fuel: 231.0; Tile: TRAP(lava)
2019-06-02 14:25:52 INFO  Car - Speed:   0.0; Angle:  SOUTH; Position:  19,3; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 231.0; Tile: TRAP(lava)
2019-06-02 14:25:53 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:  19,2; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 230.0; Tile: ROAD
2019-06-02 14:25:53 INFO  Car - Speed:   1.0; Angle:   EAST; Position:  20,2; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 229.0; Tile: ROAD
2019-06-02 14:25:53 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,3; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 228.0; Tile: ROAD
2019-06-02 14:25:53 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,4; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 227.0; Tile: ROAD
2019-06-02 14:25:54 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,5; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 226.0; Tile: ROAD
2019-06-02 14:25:54 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,6; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 225.0; Tile: ROAD
2019-06-02 14:25:54 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,7; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 224.0; Tile: ROAD
2019-06-02 14:25:54 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,8; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 223.0; Tile: ROAD
2019-06-02 14:25:55 INFO  Car - Speed:   0.0; Angle:  NORTH; Position:  20,8; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 223.0; Tile: ROAD
2019-06-02 14:25:55 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,9; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 222.0; Tile: ROAD
2019-06-02 14:25:55 INFO  Car - Speed:   0.0; Angle:  NORTH; Position:  20,9; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 222.0; Tile: ROAD
2019-06-02 14:25:55 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,8; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 221.0; Tile: ROAD
2019-06-02 14:25:56 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,7; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 220.0; Tile: ROAD
2019-06-02 14:25:56 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,6; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 219.0; Tile: ROAD
2019-06-02 14:25:56 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  20,5; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 218.0; Tile: ROAD
2019-06-02 14:25:56 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  21,5; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 217.0; Tile: ROAD
2019-06-02 14:25:57 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  22,5; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 216.0; Tile: ROAD
2019-06-02 14:25:57 INFO  Car - Speed:   1.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  90.0; Health Usage: 110.0; Fuel: 215.0; Tile: ROAD
2019-06-02 14:25:57 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:57 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:58 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:58 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:58 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:58 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:59 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:59 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:59 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:25:59 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:00 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:00 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:00 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:00 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:01 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:01 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:01 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:01 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:02 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:02 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:02 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:02 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:03 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:03 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
2019-06-02 14:26:03 INFO  Car - Speed:   0.0; Angle:   WEST; Position:  23,5; Parcels:      1; Health:  85.0; Health Usage: 110.0; Fuel: 214.0; Tile: ROAD
>>>>>>> Stashed changes
